ID_Metrica;ID_Acquisizione;Stimolo;Categoria;Latenza_ms;Durata_Fissazione_ms;Diametro_Pupillare_Medio_mm;Ampiezza_deg;Velocita_Picco_deg_s;Guadagno_Pursuit;Error_Rate_Perc;;;
986;1007;1.jpg;Saccade;423;44;-;6;368,7;;27;;;
987;1007;1.jpg;Saccade;438;32;-;3,3;108,3;;32;;;
988;1007;1.jpg;Saccade;437;52,8;-;3,4;109,8;;30;;;
989;1007;1.jpg;Saccade;415;49,6;-;5,3;207,5;;32;;;
990;1007;1.jpg;Saccade;402;43,2;-;7,3;404,4;;33;;;
991;1007;1.jpg;Fissazione;478;340;-;-;-;;;;;
992;1007;1.jpg;Saccade;473;49,6;-;42,6;2043,6;;44;;;
993;1007;1.jpg;Saccade;403;39,2;-;23,4;1505;;25;;;
994;1007;1.jpg;Saccade;390;24;-;11;710,5;;41;;;
995;1007;1.jpg;Saccade;389;44;-;19,1;1329,9;;25;;;
996;1007;1.jpg;Saccade;381;39,2;-;7,9;536,1;;45;;;
997;1007;1.jpg;Saccade;430;39,2;-;23,5;1731,4;;45;;;
998;1007;1.jpg;Fissazione;420;81,6;-;-;-;;;;;
999;1007;1.jpg;Saccade;480;29,6;-;6,8;506,7;;29;;;
1000;1007;1.jpg;Saccade;444;75,2;-;70,9;2061,7;;27;;;
1001;1007;1.jpg;Saccade;405;29,6;-;9,5;631;;39;;;
1002;1007;1.jpg;Saccade;461;24;-;3,7;346,5;;37;;;
1003;1007;1.jpg;Saccade;461;22,4;-;9,3;777,1;;34;;;
1004;1007;1.jpg;Saccade;474;22,4;-;6,6;569,1;;25;;;
1005;1007;1.jpg;Fissazione;467;294,4;-;-;-;;;;;
1006;1007;1.jpg;Saccade;388;24,8;-;14,7;1053;;28;;;
1007;1007;1.jpg;Saccade;418;22,4;-;3,9;267,1;;44;;;
1008;1007;1.jpg;Saccade;500;44,8;-;2,4;129;;27;;;
1009;1007;1.jpg;Saccade;395;42,4;-;1,5;65,7;;31;;;
1010;1007;1.jpg;Saccade;441;32,8;-;21,7;1388,6;;40;;;
1011;1007;1.jpg;Saccade;398;24;-;0,9;73,8;;38;;;
1012;1007;1.jpg;Saccade;482;25,6;-;9,9;723,3;;38;;;
1013;1007;1.jpg;Saccade;445;25,6;-;20,4;2027,7;;32;;;
1014;1007;1.jpg;Saccade;461;36;-;20,9;1601,4;;27;;;
1015;1007;1.jpg;Saccade;381;36,8;-;15,2;699,5;;37;;;
1016;1007;1.jpg;Fissazione;493;209,6;-;-;-;;;;;
1017;1007;1.jpg;Fissazione;460;143,2;-;-;-;;;;;
1018;1007;1.jpg;Fissazione;436;658,4;-;-;-;;;;;
1019;1007;1.jpg;Fissazione;498;360,8;-;-;-;;;;;
1020;1007;1.jpg;Saccade;486;35,2;-;15,5;935;;37;;;
1021;1007;1.jpg;Saccade;423;70,4;-;25,2;977,4;;28;;;
1022;1007;1.jpg;Fissazione;382;117,6;-;-;-;;;;;
1023;1007;1.jpg;Saccade;384;32,8;-;9;642,7;;38;;;
1024;1007;1.jpg;Saccade;456;87,2;-;55,5;1952,3;;38;;;
1025;1007;1.jpg;Saccade;416;24;-;6,9;732;;36;;;
1026;1007;1.jpg;Saccade;498;62,4;-;19,5;1628,1;;40;;;
1027;1007;1.jpg;Fissazione;398;91,2;-;-;-;;;;;
1028;1007;1.jpg;Saccade;454;50,4;-;20,7;1398,1;;33;;;
1029;1007;1.jpg;Fissazione;443;460,8;-;-;-;;;;;
1030;1007;1.jpg;Saccade;388;29,6;-;12,2;951,2;;27;;;
1031;1007;1.jpg;Fissazione;383;63,2;-;-;-;;;;;
1032;1007;1.jpg;Saccade;431;22,4;-;10,2;968,7;;32;;;
1033;1007;1.jpg;Saccade;457;39,2;-;23;1652,6;;29;;;
1034;1007;1.jpg;Saccade;448;27,2;-;10,6;755,5;;43;;;
1035;1007;1.jpg;Saccade;492;24;-;6,9;707,3;;36;;;
1036;1007;1.jpg;Saccade;459;28,8;-;8,1;517,1;;34;;;
1037;1007;1.jpg;Saccade;476;28,8;-;21,8;2131,8;;37;;;
1038;1007;1.jpg;Saccade;478;28;-;7,5;664,5;;33;;;
1039;1007;1.jpg;Saccade;475;24;-;10,9;1075,9;;38;;;
1040;1007;1.jpg;Saccade;431;24;-;12,9;1275,2;;28;;;
1041;1007;1.jpg;Fissazione;405;120,8;-;-;-;;;;;
1042;1007;1.jpg;Saccade;487;29,6;-;21,5;1887,2;;31;;;
1043;1007;1.jpg;Saccade;389;44,8;-;33,3;1772,5;;37;;;
1044;1007;1.jpg;Fissazione;395;63,2;-;-;-;;;;;
1045;1007;1.jpg;Fissazione;416;1036;-;-;-;;;;;
1046;1007;1.jpg;Saccade;447;42,4;-;18,1;1156,9;;42;;;
1047;1007;1.jpg;Fissazione;499;203,2;-;-;-;;;;;
1048;1007;1.jpg;Saccade;459;22,4;-;4,8;240,9;;29;;;
1049;1007;1.jpg;Saccade;389;51,2;-;4,5;153,7;;37;;;
1050;1007;1.jpg;Fissazione;415;818,4;-;-;-;;;;;
1051;1007;1.jpg;Saccade;440;59,2;-;23,8;956,2;;31;;;
1052;1007;2.jpg;Saccade;499;44;-;1,4;68;;44;;;
1053;1007;2.jpg;Saccade;472;30,4;-;26,5;1699,7;;25;;;
1054;1007;2.jpg;Saccade;436;45,6;-;17,4;954;;31;;;
1055;1007;2.jpg;Saccade;500;24;-;3,7;346,5;;45;;;
1056;1007;2.jpg;Saccade;472;62,4;-;19,5;1628,1;;34;;;
1057;1007;2.jpg;Fissazione;484;203,2;-;-;-;;;;;
1058;1007;2.jpg;Fissazione;474;340;-;-;-;;;;;
1059;1007;2.jpg;Saccade;474;42,4;-;18,1;1156,9;;42;;;
1060;1007;2.jpg;Fissazione;475;101,6;-;-;-;;;;;
1061;1007;2.jpg;Saccade;488;23,2;-;12,2;973,2;;35;;;
1062;1007;2.jpg;Saccade;479;24;-;12,9;1275,2;;29;;;
1063;1007;2.jpg;Saccade;394;30,4;-;14,6;1012,8;;31;;;
1064;1007;2.jpg;Saccade;456;67,2;-;17,3;833,4;;44;;;
1065;1007;2.jpg;Saccade;488;42,4;-;1,5;65,7;;44;;;
1066;1007;2.jpg;Saccade;477;22,4;-;4,8;240,9;;36;;;
1067;1007;2.jpg;Saccade;484;22,4;-;10,2;968,7;;45;;;
1068;1007;2.jpg;Saccade;499;51,2;-;4,5;153,7;;43;;;
1069;1007;2.jpg;Fissazione;449;154,4;-;-;-;;;;;
1070;1007;2.jpg;Fissazione;437;63,2;-;-;-;;;;;
1071;1007;2.jpg;Saccade;411;87,2;-;55,5;1952,3;;35;;;
1072;1007;2.jpg;Saccade;484;28;-;11,6;884,4;;32;;;
1073;1007;2.jpg;Saccade;383;58,4;-;20,8;1006,5;;42;;;
1074;1007;2.jpg;Saccade;482;49,6;-;5,3;207,5;;28;;;
1075;1007;2.jpg;Fissazione;458;1036;-;-;-;;;;;
1076;1007;2.jpg;Saccade;413;25,6;-;6,8;495,1;;41;;;
1077;1007;2.jpg;Saccade;395;44;-;19,1;1329,9;;35;;;
1078;1007;2.jpg;Saccade;380;24;-;11;710,5;;34;;;
1079;1007;2.jpg;Saccade;468;22,4;-;6,1;396,4;;31;;;
1080;1007;2.jpg;Saccade;386;32,8;-;13,3;1072,5;;44;;;
1081;1007;3.jpg;Saccade;444;54,4;-;16,9;1056;;28;;;
1082;1007;3.jpg;Saccade;409;48,8;-;32,6;1876,7;;39;;;
1083;1007;3.jpg;Saccade;472;28;-;11,6;884,4;;30;;;
1084;1007;3.jpg;Fissazione;426;166,4;-;-;-;;;;;
1085;1007;3.jpg;Saccade;434;27,2;-;20;1688,6;;37;;;
1086;1007;3.jpg;Saccade;429;25,6;-;9,9;723,3;;43;;;
1087;1007;3.jpg;Saccade;479;24;-;6,9;732;;33;;;
1088;1007;3.jpg;Saccade;406;25,6;-;20,4;2027,7;;27;;;
1089;1007;3.jpg;Saccade;406;67,2;-;17,3;833,4;;31;;;
1090;1007;3.jpg;Fissazione;497;154,4;-;-;-;;;;;
1091;1007;3.jpg;Saccade;457;39,2;-;23,5;1731,4;;39;;;
1092;1007;3.jpg;Fissazione;478;818,4;-;-;-;;;;;
1093;1007;3.jpg;Fissazione;388;148,8;-;-;-;;;;;
1094;1007;3.jpg;Fissazione;398;140;-;-;-;;;;;
1095;1007;3.jpg;Saccade;464;24;-;12,9;1275,2;;45;;;
1096;1007;3.jpg;Saccade;455;24;-;10,9;1075,9;;25;;;
1097;1007;3.jpg;Saccade;384;58,4;-;26,1;1165,6;;43;;;
1098;1007;3.jpg;Saccade;475;38,4;-;22,4;1287,3;;35;;;
1099;1007;3.jpg;Saccade;384;24,8;-;10,3;1190,2;;29;;;
1100;1007;3.jpg;Saccade;384;29,6;-;21,5;1887,2;;44;;;
1101;1007;3.jpg;Saccade;404;42,4;-;1,5;65,7;;36;;;
1102;1007;3.jpg;Saccade;458;25,6;-;6,8;495,1;;26;;;
1103;1008;1.jpg;Saccade;427;28;-;11,6;884,4;;35;;;
1104;1008;1.jpg;Saccade;484;44,8;-;2,4;129;;30;;;
1105;1008;1.jpg;Saccade;385;90,4;-;4,4;148,5;;38;;;
1106;1008;1.jpg;Saccade;388;25,6;-;12,4;705,1;;43;;;
1107;1008;1.jpg;Fissazione;386;128;-;-;-;;;;;
1108;1008;1.jpg;Saccade;487;59,2;-;23,8;956,2;;33;;;
1109;1008;1.jpg;Saccade;465;23,2;-;12,2;973,2;;30;;;
1110;1008;1.jpg;Fissazione;392;209,6;-;-;-;;;;;
1111;1008;1.jpg;Saccade;406;36;-;20,9;1601,4;;45;;;
1112;1008;1.jpg;Saccade;403;60,8;-;20,7;1330,6;;33;;;
1113;1008;1.jpg;Fissazione;424;154,4;-;-;-;;;;;
1114;1008;1.jpg;Saccade;390;32,8;-;21,7;1388,6;;44;;;
1115;1008;1.jpg;Saccade;496;39,2;-;23;1652,6;;36;;;
1116;1008;1.jpg;Saccade;450;25,6;-;9,4;575,7;;28;;;
1117;1008;1.jpg;Saccade;437;42,4;-;1,5;65,7;;43;;;
1118;1008;1.jpg;Saccade;409;24;-;12,9;1275,2;;27;;;
1119;1008;1.jpg;Saccade;409;27,2;-;20;1688,6;;43;;;
1120;1008;1.jpg;Saccade;471;43,2;-;7,3;404,4;;38;;;
1121;1008;1.jpg;Saccade;497;24;-;8,4;573,9;;38;;;
1122;1008;1.jpg;Fissazione;423;81,6;-;-;-;;;;;
1123;1008;1.jpg;Saccade;477;29,6;-;21,5;1887,2;;32;;;
1124;1008;1.jpg;Saccade;383;24;-;6,9;707,3;;42;;;
1125;1008;1.jpg;Saccade;464;38,4;-;22,4;1287,3;;34;;;
1126;1008;1.jpg;Saccade;494;54,4;-;16,9;1056;;40;;;
1127;1008;1.jpg;Fissazione;465;215,2;-;-;-;;;;;
1128;1008;1.jpg;Saccade;399;87,2;-;55,5;1952,3;;37;;;
1129;1008;1.jpg;Saccade;485;28,8;-;8,8;565,7;;40;;;
1130;1008;1.jpg;Saccade;450;28;-;9,9;806,9;;30;;;
1131;1008;1.jpg;Fissazione;414;175,2;-;-;-;;;;;
1132;1008;1.jpg;Saccade;407;24;-;0,9;73,8;;30;;;
1133;1008;1.jpg;Saccade;417;32;-;3,3;108,3;;38;;;
1134;1008;1.jpg;Saccade;429;22,4;-;7,7;692,6;;32;;;
1135;1008;1.jpg;Fissazione;439;128;-;-;-;;;;;
1136;1008;1.jpg;Fissazione;448;102,4;-;-;-;;;;;
1137;1008;1.jpg;Saccade;494;44;-;1,4;68;;41;;;
1138;1008;1.jpg;Fissazione;423;143,2;-;-;-;;;;;
1139;1008;1.jpg;Saccade;400;45,6;-;14,9;887;;44;;;
1140;1008;1.jpg;Saccade;453;32;-;1,5;89;;41;;;
1141;1008;1.jpg;Fissazione;462;91,2;-;-;-;;;;;
1142;1008;1.jpg;Saccade;413;51,2;-;1,4;40,7;;37;;;
1143;1008;1.jpg;Saccade;485;26,4;-;10,3;914;;31;;;
1144;1008;1.jpg;Fissazione;492;257,6;-;-;-;;;;;
1145;1008;1.jpg;Saccade;499;58,4;-;26,1;1165,6;;41;;;
1146;1008;1.jpg;Saccade;381;23,2;-;13,2;721,6;;38;;;
1147;1008;1.jpg;Saccade;392;30,4;-;26,5;1699,7;;33;;;
1148;1008;1.jpg;Saccade;381;58,4;-;8,2;378,7;;32;;;
1149;1008;1.jpg;Saccade;446;32,8;-;9;642,7;;40;;;
1150;1008;1.jpg;Saccade;386;29,6;-;1,6;91,3;;42;;;
1151;1008;1.jpg;Fissazione;493;120,8;-;-;-;;;;;
1152;1008;1.jpg;Saccade;485;34,4;-;14,4;1205,6;;38;;;
1153;1008;1.jpg;Saccade;461;26,4;-;17,7;1300,4;;25;;;
1154;1008;1.jpg;Saccade;451;92;-;50,7;1483,9;;27;;;
1155;1008;1.jpg;Fissazione;478;294,4;-;-;-;;;;;
1156;1008;1.jpg;Saccade;468;25,6;-;8,3;601,6;;40;;;
1157;1008;1.jpg;Saccade;497;25,6;-;6,3;627,6;;44;;;
1158;1008;1.jpg;Saccade;495;35,2;-;15,5;935;;42;;;
1159;1008;1.jpg;Saccade;404;27,2;-;12,9;1033;;45;;;
1160;1008;1.jpg;Saccade;463;23,2;-;7,2;613,7;;32;;;
1161;1008;1.jpg;Fissazione;479;460,8;-;-;-;;;;;
1162;1008;1.jpg;Fissazione;477;121,6;-;-;-;;;;;
1163;1008;1.jpg;Saccade;426;28;-;7,5;664,5;;32;;;
1164;1008;1.jpg;Fissazione;401;140;-;-;-;;;;;
1165;1008;1.jpg;Saccade;387;28,8;-;21,8;2131,8;;45;;;
1166;1008;1.jpg;Saccade;418;23,2;-;21,2;1938,5;;32;;;
1167;1008;1.jpg;Saccade;465;32,8;-;1,1;79,5;;42;;;
1168;1008;1.jpg;Saccade;421;25,6;-;9,9;723,3;;45;;;
1169;1008;1.jpg;Saccade;401;42,4;-;18,1;1156,9;;43;;;
1170;1008;1.jpg;Saccade;426;29,6;-;12,2;951,2;;34;;;
1171;1008;1.jpg;Saccade;414;39,2;-;23,5;1731,4;;45;;;
1172;1008;1.jpg;Saccade;385;49,6;-;42,6;2043,6;;45;;;
1173;1008;1.jpg;Saccade;424;24;-;7,6;557,5;;41;;;
1174;1008;1.jpg;Saccade;484;63,2;-;23,3;1289,9;;35;;;
1175;1008;1.jpg;Saccade;410;44;-;6;368,7;;42;;;
1176;1008;1.jpg;Saccade;382;50,4;-;20,7;1398,1;;32;;;
1177;1008;1.jpg;Saccade;409;28,8;-;8,1;517,1;;34;;;
1178;1008;1.jpg;Saccade;469;36,8;-;15,2;699,5;;36;;;
1179;1008;1.jpg;Saccade;496;22,4;-;6,8;675,8;;35;;;
1180;1008;1.jpg;Saccade;400;44,8;-;33,3;1772,5;;40;;;
1181;1008;1.jpg;Saccade;474;27,2;-;7,1;650,4;;37;;;
1182;1008;1.jpg;Fissazione;495;818,4;-;-;-;;;;;
1183;1008;1.jpg;Saccade;380;22,4;-;6,1;396,4;;32;;;
1184;1008;1.jpg;Saccade;389;24;-;3,7;346,5;;36;;;
1185;1008;1.jpg;Fissazione;461;63,2;-;-;-;;;;;
1186;1008;1.jpg;Saccade;394;25,6;-;20,4;2027,7;;44;;;
1187;1008;1.jpg;Saccade;488;24,8;-;14,7;1053;;25;;;
1188;1008;1.jpg;Saccade;479;32,8;-;9,9;587,8;;32;;;
1189;1008;1.jpg;Saccade;498;24;-;10,9;1075,9;;31;;;
1190;1008;1.jpg;Saccade;398;44;-;19,1;1329,9;;32;;;
1191;1008;1.jpg;Fissazione;417;166,4;-;-;-;;;;;
1192;1008;1.jpg;Saccade;468;39,2;-;23,4;1505;;35;;;
1193;1008;1.jpg;Fissazione;406;51,2;-;-;-;;;;;
1194;1008;1.jpg;Saccade;470;32,8;-;13,3;1072,5;;25;;;
1195;1008;2.jpg;Saccade;488;52,8;-;3,4;109,8;;40;;;
1196;1008;2.jpg;Saccade;418;28,8;-;15,6;1161,7;;41;;;
1197;1008;2.jpg;Saccade;400;59,2;-;22,9;1454,1;;31;;;
1198;1008;2.jpg;Saccade;485;28;-;11,6;884,4;;37;;;
1199;1008;2.jpg;Saccade;467;43,2;-;7,3;404,4;;27;;;
1200;1008;2.jpg;Saccade;471;32;-;10,6;1054;;32;;;
1201;1008;2.jpg;Saccade;382;22,4;-;9,3;777,1;;37;;;
1202;1008;2.jpg;Saccade;456;49,6;-;42,6;2043,6;;42;;;
1203;1008;2.jpg;Saccade;484;52;-;19,6;1348,3;;39;;;
1204;1008;2.jpg;Fissazione;423;51,2;-;-;-;;;;;
1205;1008;2.jpg;Saccade;486;28,8;-;8,1;517,1;;40;;;
1206;1008;2.jpg;Fissazione;470;63,2;-;-;-;;;;;
1207;1008;2.jpg;Saccade;409;39,2;-;7,9;536,1;;45;;;
1208;1008;2.jpg;Fissazione;466;121,6;-;-;-;;;;;
1209;1008;2.jpg;Saccade;492;36;-;20,9;1601,4;;39;;;
1210;1008;2.jpg;Saccade;469;26,4;-;17,7;1300,4;;41;;;
1211;1008;2.jpg;Saccade;496;22,4;-;6,6;569,1;;28;;;
1212;1008;2.jpg;Saccade;384;23,2;-;13,2;721,6;;39;;;
1213;1008;2.jpg;Saccade;500;42,4;-;18,1;1156,9;;43;;;
1214;1008;2.jpg;Fissazione;451;360,8;-;-;-;;;;;
1215;1008;2.jpg;Saccade;479;44;-;19,1;1329,9;;29;;;
1216;1008;2.jpg;Saccade;383;32,8;-;16,6;1277,4;;38;;;
1217;1008;2.jpg;Saccade;455;23,2;-;12,2;973,2;;34;;;
1218;1008;2.jpg;Fissazione;467;209,6;-;-;-;;;;;
1219;1008;2.jpg;Saccade;386;63,2;-;23,3;1289,9;;39;;;
1220;1008;2.jpg;Saccade;407;32,8;-;1,1;79,5;;32;;;
1221;1008;2.jpg;Saccade;468;22,4;-;4,8;240,9;;35;;;
1222;1008;2.jpg;Saccade;431;24;-;3,7;346,5;;40;;;
1223;1008;2.jpg;Saccade;424;32,8;-;9;642,7;;31;;;
1224;1008;2.jpg;Fissazione;468;257,6;-;-;-;;;;;
1225;1008;2.jpg;Fissazione;482;294,4;-;-;-;;;;;
1226;1008;2.jpg;Saccade;395;32,8;-;21,7;1388,6;;31;;;
1227;1008;2.jpg;Saccade;481;32,8;-;13,3;1072,5;;35;;;
1228;1008;2.jpg;Saccade;444;32;-;1,3;85,3;;35;;;
1229;1008;2.jpg;Fissazione;443;166,4;-;-;-;;;;;
1230;1008;2.jpg;Saccade;380;29,6;-;15,1;1262,8;;34;;;
1231;1008;2.jpg;Saccade;474;30,4;-;26,5;1699,7;;38;;;
1232;1008;2.jpg;Fissazione;498;340;-;-;-;;;;;
1233;1008;2.jpg;Saccade;473;23,2;-;9,5;976,9;;31;;;
1234;1008;2.jpg;Saccade;453;29,6;-;9,5;631;;36;;;
1235;1008;2.jpg;Saccade;446;92;-;50,7;1483,9;;35;;;
1236;1008;2.jpg;Saccade;411;60,8;-;20,7;1330,6;;33;;;
1237;1008;2.jpg;Saccade;380;22,4;-;7,8;672,6;;34;;;
1238;1008;2.jpg;Saccade;492;75,2;-;70,9;2061,7;;28;;;
1239;1008;2.jpg;Fissazione;414;128;-;-;-;;;;;
1240;1008;3.jpg;Saccade;458;54,4;-;16,9;1056;;31;;;
1241;1008;3.jpg;Fissazione;486;128;-;-;-;;;;;
1242;1008;3.jpg;Saccade;429;24;-;11;710,5;;44;;;
1243;1008;3.jpg;Saccade;444;22,4;-;7,7;692,6;;43;;;
1244;1008;3.jpg;Saccade;490;58,4;-;20,8;1006,5;;32;;;
1245;1008;3.jpg;Saccade;477;32,8;-;16,6;1277,4;;36;;;
1246;1008;3.jpg;Saccade;450;51,2;-;5,2;293,5;;39;;;
1247;1008;3.jpg;Saccade;386;32,8;-;21,7;1388,6;;37;;;
1248;1008;3.jpg;Saccade;422;49,6;-;5,3;207,5;;33;;;
1249;1008;3.jpg;Saccade;436;67,2;-;17,3;833,4;;36;;;
1250;1008;3.jpg;Saccade;443;35,2;-;15,5;935;;32;;;
1251;1008;3.jpg;Saccade;445;26,4;-;10,3;914;;36;;;
1252;1008;3.jpg;Fissazione;435;215,2;-;-;-;;;;;
1253;1008;3.jpg;Saccade;472;24;-;6,9;732;;26;;;
1254;1008;3.jpg;Saccade;480;39,2;-;23,5;1731,4;;43;;;
1255;1008;3.jpg;Saccade;488;23,2;-;21,2;1938,5;;44;;;
1256;1008;3.jpg;Saccade;486;25,6;-;9,4;575,7;;33;;;
1257;1008;3.jpg;Fissazione;392;460,8;-;-;-;;;;;
1258;1008;3.jpg;Saccade;382;28,8;-;8,1;517,1;;45;;;
1259;1009;1.jpg;Saccade;416;52,8;-;3,4;109,8;;42;;;
1260;1009;1.jpg;Saccade;405;25,6;-;6,3;627,6;;30;;;
1261;1009;1.jpg;Fissazione;398;818,4;-;-;-;;;;;
1262;1009;1.jpg;Fissazione;423;112;-;-;-;;;;;
1263;1009;1.jpg;Fissazione;438;140;-;-;-;;;;;
1264;1009;1.jpg;Saccade;422;42,4;-;18,1;1156,9;;26;;;
1265;1009;1.jpg;Saccade;491;32,8;-;21,7;1388,6;;25;;;
1266;1009;1.jpg;Saccade;397;45,6;-;11,7;623,4;;36;;;
1267;1009;1.jpg;Fissazione;440;215,2;-;-;-;;;;;
1268;1009;1.jpg;Saccade;465;58,4;-;26,1;1165,6;;34;;;
1269;1009;1.jpg;Saccade;472;22,4;-;9,3;777,1;;29;;;
1270;1009;1.jpg;Saccade;435;58,4;-;8,2;378,7;;41;;;
1271;1009;1.jpg;Saccade;416;49,6;-;42,6;2043,6;;29;;;
1272;1009;1.jpg;Saccade;468;49,6;-;5,3;207,5;;35;;;
1273;1009;1.jpg;Fissazione;405;1036;-;-;-;;;;;
1274;1009;1.jpg;Saccade;479;62,4;-;19,5;1628,1;;36;;;
1275;1009;1.jpg;Saccade;449;38,4;-;22,4;1287,3;;33;;;
1276;1009;1.jpg;Saccade;436;32,8;-;13,3;1072,5;;28;;;
1277;1009;1.jpg;Saccade;473;24;-;3,7;346,5;;41;;;
1278;1009;1.jpg;Saccade;434;23,2;-;13,2;721,6;;35;;;
1279;1009;1.jpg;Fissazione;415;81,6;-;-;-;;;;;
1280;1009;1.jpg;Saccade;397;30,4;-;26,5;1699,7;;43;;;
1281;1009;1.jpg;Saccade;392;48,8;-;32,6;1876,7;;30;;;
1282;1009;1.jpg;Saccade;488;32;-;1,5;89;;34;;;
1283;1009;1.jpg;Saccade;471;44;-;19,1;1329,9;;32;;;
1284;1009;1.jpg;Saccade;417;32;-;1,3;85,3;;37;;;
1285;1009;1.jpg;Saccade;447;63,2;-;23,3;1289,9;;30;;;
1286;1009;1.jpg;Saccade;495;35,2;-;15,5;935;;30;;;
1287;1009;1.jpg;Saccade;457;27,2;-;7,1;650,4;;42;;;
1288;1009;1.jpg;Saccade;492;29,6;-;1,6;91,3;;41;;;
1289;1009;1.jpg;Saccade;495;29,6;-;6,8;506,7;;41;;;
1290;1009;1.jpg;Saccade;412;45,6;-;17,4;954;;31;;;
1291;1009;1.jpg;Fissazione;458;209,6;-;-;-;;;;;
1292;1009;1.jpg;Saccade;491;32;-;3,3;108,3;;34;;;
1293;1009;1.jpg;Saccade;449;75,2;-;70,9;2061,7;;33;;;
1294;1009;1.jpg;Saccade;464;22,4;-;4;197,1;;41;;;
1295;1009;1.jpg;Saccade;474;32,8;-;16,6;1277,4;;37;;;
1296;1009;1.jpg;Saccade;421;22,4;-;6,6;569,1;;26;;;
1297;1009;1.jpg;Saccade;408;28,8;-;8,1;517,1;;39;;;
1298;1009;1.jpg;Saccade;427;28;-;6,9;637,2;;43;;;
1299;1009;1.jpg;Saccade;385;28;-;9,9;806,9;;36;;;
1300;1009;1.jpg;Saccade;387;90,4;-;4,4;148,5;;31;;;
1301;1009;1.jpg;Saccade;469;43,2;-;7,3;404,4;;40;;;
1302;1009;1.jpg;Fissazione;500;352;-;-;-;;;;;
1303;1009;1.jpg;Saccade;442;27,2;-;12,9;1033;;32;;;
1304;1009;1.jpg;Saccade;453;39,2;-;7,9;536,1;;41;;;
1305;1009;1.jpg;Saccade;438;22,4;-;6,1;396,4;;33;;;
1306;1009;1.jpg;Fissazione;431;264,8;-;-;-;;;;;
1307;1009;1.jpg;Saccade;499;29,6;-;15,1;1262,8;;30;;;
1308;1009;1.jpg;Fissazione;446;257,6;-;-;-;;;;;
1309;1009;1.jpg;Saccade;489;24;-;10,9;1075,9;;37;;;
1310;1009;1.jpg;Saccade;410;29,6;-;21,5;1887,2;;42;;;
1311;1009;1.jpg;Fissazione;428;460,8;-;-;-;;;;;
1312;1009;1.jpg;Saccade;464;51,2;-;5,2;293,5;;26;;;
1313;1009;1.jpg;Saccade;491;22,4;-;4,8;240,9;;42;;;
1314;1009;1.jpg;Saccade;478;45,6;-;14,9;887;;35;;;
1315;1009;1.jpg;Saccade;477;29,6;-;9,5;631;;37;;;
1316;1009;1.jpg;Saccade;436;36;-;20,9;1601,4;;32;;;
1317;1009;1.jpg;Saccade;411;24,8;-;16,3;1662,5;;27;;;
1318;1009;1.jpg;Saccade;389;30,4;-;14,6;1012,8;;44;;;
1319;1009;1.jpg;Saccade;457;67,2;-;17,3;833,4;;35;;;
1320;1009;1.jpg;Saccade;446;24,8;-;10,3;1190,2;;33;;;
1321;1009;1.jpg;Saccade;475;59,2;-;22,9;1454,1;;42;;;
1322;1009;1.jpg;Saccade;401;28,8;-;8,8;565,7;;43;;;
1323;1009;1.jpg;Saccade;462;87,2;-;55,5;1952,3;;27;;;
1324;1009;1.jpg;Fissazione;399;102,4;-;-;-;;;;;
1325;1009;1.jpg;Fissazione;491;143,2;-;-;-;;;;;
1326;1009;2.jpg;Fissazione;458;148,8;-;-;-;;;;;
1327;1009;2.jpg;Saccade;466;32;-;1,3;85,3;;44;;;
1328;1009;2.jpg;Saccade;434;63,2;-;23,3;1289,9;;34;;;
1329;1009;2.jpg;Saccade;409;26,4;-;11,5;1098,9;;42;;;
1330;1009;2.jpg;Saccade;490;36,8;-;15,2;699,5;;32;;;
1331;1009;2.jpg;Fissazione;494;143,2;-;-;-;;;;;
1332;1009;2.jpg;Saccade;422;39,2;-;23,4;1505;;30;;;
1333;1009;2.jpg;Saccade;474;27,2;-;20;1688,6;;38;;;
1334;1009;2.jpg;Fissazione;426;102,4;-;-;-;;;;;
1335;1009;2.jpg;Fissazione;419;101,6;-;-;-;;;;;
1336;1009;2.jpg;Saccade;427;54,4;-;16,9;1056;;32;;;
1337;1009;2.jpg;Fissazione;467;63,2;-;-;-;;;;;
1338;1009;2.jpg;Saccade;389;29,6;-;15,1;1262,8;;36;;;
1339;1009;2.jpg;Saccade;470;32,8;-;9;642,7;;29;;;
1340;1009;2.jpg;Saccade;408;92;-;50,7;1483,9;;25;;;
1341;1009;2.jpg;Saccade;457;32;-;3,3;108,3;;31;;;
1342;1009;2.jpg;Fissazione;392;91,2;-;-;-;;;;;
1343;1009;2.jpg;Saccade;470;36;-;32,4;2009,2;;33;;;
1344;1009;2.jpg;Saccade;398;32,8;-;14,3;1019,5;;26;;;
1345;1009;2.jpg;Saccade;397;25,6;-;20,4;2027,7;;37;;;
1346;1009;2.jpg;Fissazione;434;121,6;-;-;-;;;;;
1347;1009;2.jpg;Saccade;497;45,6;-;14,9;887;;26;;;
1348;1009;2.jpg;Saccade;436;22,4;-;4,8;240,9;;38;;;
1349;1009;2.jpg;Saccade;484;28;-;9,9;806,9;;25;;;
1350;1009;2.jpg;Fissazione;438;369,6;-;-;-;;;;;
1351;1009;2.jpg;Saccade;405;24;-;11;710,5;;29;;;
1352;1009;2.jpg;Saccade;483;25,6;-;6,8;495,1;;35;;;
1353;1009;2.jpg;Saccade;481;24;-;7,6;557,5;;26;;;
